Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Tenure,Distance call,Campaign,age group
2819-GWENI,Female,64,Yes,Yes,1,Yes,28,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,543.0,613.48,1156.48,4,3 years,Yes,Yes,Young_adult
7319-VENRZ,Male,19,No,No,0,No,7,Offer E,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.3,445.95,222.88,668.83,4,1 year,Yes,Yes,Under_30
5981-ITEMU,Male,58,Yes,No,0,Yes,40,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.1,3706.95,653.2,4318.3,3,4 years+,Yes,Yes,Young_adult
4583-PARNH,Male,66,Yes,No,0,Yes,16,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,1540.05,247.04,1787.09,5,2 years,Yes,No,Senioir_citizen
2324-AALNO,Female,63,No,No,0,No,48,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.55,1203.95,1140.48,2308.39,5,4 years+,Yes,Yes,Young_adult
2085-JVGAD,Male,56,Yes,No,0,Yes,37,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.35,697.65,79.55,732.13,4,4 years+,Yes,No,Young_adult
8623-TMRBY,Male,80,Yes,No,0,Yes,51,Offer B,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,2222.58,6368.63,2,4 years+,Yes,Yes,Senioir_citizen
9342-VNIMQ,Male,62,No,No,0,No,33,Offer C,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.65,1665.2,195.03,1860.23,3,3 years,Yes,Yes,Young_adult
8590-YFFQO,Male,24,Yes,No,0,Yes,70,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,114.1,4594.46,3,4 years+,Yes,Yes,Under_30
3292-PBZEJ,Male,75,No,No,0,No,11,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,111.4,1183.05,28.93,1251.98,3,1 year,Yes,No,Senioir_citizen
2450-ZKEED,Female,33,No,No,0,No,11,Offer D,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,53.8,651.55,81.62,733.17,5,1 year,Yes,Yes,Young_adult
0297-RBCSG,Male,61,No,No,0,No,19,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,794.01,2085.86,4,2 years,Yes,No,Young_adult
7739-LAXOG,Female,51,Yes,No,0,Yes,32,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.05,2954.5,1501.44,4525.94,1,3 years,Yes,No,Young_adult
7065-YUNRY,Female,28,No,No,0,No,1,None,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,39.94,85.24,1,1 year,Yes,No,Under_30
3806-DXQOM,Female,47,No,No,0,No,4,Offer E,No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33.65,137.85,0.0,137.85,2,1 year,No,Yes,Young_adult
9114-VEPUF,Male,19,Yes,No,0,Yes,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,96.1,6001.45,1891.62,7893.07,4,4 years+,Yes,Yes,Under_30
4452-ROHMO,Female,64,No,No,0,No,15,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,331.6,592.35,923.95,3,2 years,Yes,Yes,Young_adult
7055-VKGDA,Male,31,No,No,0,No,54,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.4,5643.4,2698.92,8342.32,1,4 years+,Yes,Yes,Young_adult
1587-FKLZB,Male,79,Yes,No,0,Yes,66,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,1904.76,8726.91,1,4 years+,Yes,Yes,Senioir_citizen
8671-KKKOS,Female,50,Yes,No,0,Yes,46,Offer B,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0.0,2062.15,4,4 years+,No,Yes,Young_adult
2453-SAFNS,Female,68,No,No,0,No,54,Offer B,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,72.1,3886.05,2453.22,6339.27,5,4 years+,Yes,Yes,Senioir_citizen
8421-WZOOW,Female,75,Yes,Yes,1,Yes,57,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95.3,5567.45,1610.25,7177.7,3,4 years+,Yes,No,Senioir_citizen
4622-YNKIJ,Male,59,No,No,0,No,33,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,88.95,3027.65,1572.12,4599.77,3,3 years,Yes,Yes,Young_adult
3908-MKIMJ,Male,79,Yes,No,0,Yes,68,None,No,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,41.95,2965.75,0.0,2965.75,3,4 years+,No,No,Senioir_citizen
5598-IKHQQ,Female,39,No,No,0,No,72,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,1866.45,486.0,2352.45,4,4 years+,Yes,Yes,Young_adult
1028-FFNJK,Male,79,Yes,No,0,Yes,30,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,1440.6,4358.25,5,3 years,Yes,Yes,Senioir_citizen
7989-VCQOH,Male,29,Yes,Yes,1,Yes,18,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.25,1611.15,185.22,1796.37,3,2 years,Yes,No,Under_30
1898-JSNDC,Female,23,No,No,0,No,39,Offer C,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.6,2224.5,1878.63,4103.13,4,4 years+,Yes,Yes,Under_30
2985-FMWYF,Female,46,No,No,0,No,23,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.55,416.76,2758.31,3,2 years,Yes,Yes,Young_adult
3318-NMQXL,Male,58,No,No,0,No,3,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.0,266.8,46.8,313.6,3,1 year,Yes,Yes,Young_adult
8749-TZYEC,Male,38,Yes,No,0,Yes,72,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,1874.3,987.84,2845.88,3,4 years+,Yes,No,Young_adult
1796-JANOW,Female,33,No,No,0,No,2,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,38.15,69.14,107.29,4,1 year,Yes,Yes,Young_adult
4616-ULAOA,Female,33,Yes,Yes,2,Yes,65,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,7245.9,2938.65,10184.55,3,4 years+,Yes,Yes,Young_adult
6198-PNNSZ,Female,54,Yes,No,0,Yes,56,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,109.8,6109.65,2114.56,8224.21,4,4 years+,Yes,Yes,Young_adult
3450-WXOAT,Male,36,No,No,0,No,46,Offer B,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.2,2065.15,1109.98,3175.13,5,4 years+,Yes,Yes,Young_adult
3021-VLNRJ,Female,25,No,Yes,2,No,50,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.8,3478.15,1876.0,5354.15,4,4 years+,Yes,Yes,Under_30
1571-SAVHK,Male,20,No,No,0,No,12,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.95,1132.75,337.92,1590.67,1,1 year,Yes,No,Under_30
9962-BFPDU,Female,61,Yes,Yes,3,Yes,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,16.02,36.07,5,1 year,Yes,No,Young_adult
2254-DLXRI,Female,33,No,No,0,No,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.15,79.15,18.0,157.15,4,1 year,Yes,Yes,Young_adult
5180-UCIIQ,Male,80,Yes,Yes,2,Yes,22,None,No,No,Yes,Cable,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,40.05,880.2,0.0,880.2,1,2 years,No,No,Senioir_citizen
7890-VYYWG,Male,67,Yes,No,0,Yes,3,Offer E,No,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,93.7,1,1 year,No,Yes,Senioir_citizen
9139-TWBAS,Female,34,Yes,No,0,Yes,26,None,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,No,One Year,No,Bank Withdrawal,47.85,1190.5,0.0,1270.5,4,3 years,No,No,Young_adult
0274-JKUJR,Male,21,Yes,Yes,2,Yes,7,Offer E,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0.0,465.7,3,1 year,No,Yes,Under_30
1871-MOWRM,Male,57,Yes,No,0,Yes,12,None,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,866.45,219.12,1061.85,1,1 year,Yes,No,Young_adult
8707-HOEDG,Female,26,Yes,Yes,3,Yes,70,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.2,7689.8,385.7,8225.5,3,4 years+,Yes,No,Under_30
6969-MVBAI,Female,66,No,No,0,No,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,816.8,360.0,1176.8,5,1 year,Yes,Yes,Senioir_citizen
2804-ETQDK,Male,57,No,Yes,2,No,66,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1357.1,1361.58,2701.54,4,4 years+,Yes,No,Young_adult
7501-IWUNG,Female,57,Yes,No,0,Yes,61,Offer B,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,73.8,4616.05,77.47,4674.01,4,4 years+,Yes,Yes,Young_adult
8739-XNIKG,Female,29,No,No,0,No,5,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,424.75,242.45,667.2,4,1 year,Yes,No,Under_30
7349-ALMUX,Male,35,No,No,0,No,37,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,65.6,2313.8,1421.91,3735.71,4,4 years+,Yes,No,Young_adult
5766-FTRTS,Male,35,Yes,No,0,Yes,72,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,6033.1,2524.32,8557.42,3,4 years+,Yes,Yes,Young_adult
6322-HRPFA,Male,42,Yes,Yes,2,Yes,49,Offer B,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,59.6,2970.3,259.21,3229.51,3,4 years+,Yes,Yes,Young_adult
8399-YNDCH,Male,80,No,No,0,No,21,None,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,727.02,1963.17,1,2 years,Yes,No,Senioir_citizen
9220-ZNKJI,Female,67,Yes,No,0,Yes,55,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,88.8,4805.3,1826.55,6631.85,3,4 years+,Yes,No,Senioir_citizen
8756-RDDLT,Female,53,No,No,0,No,68,None,No,No,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.95,3085.35,0.0,3085.35,3,4 years+,No,No,Young_adult
7206-PQBBZ,Male,76,Yes,No,0,Yes,11,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,834.7,268.62,1103.32,3,1 year,Yes,Yes,Senioir_citizen
0311-QYWSS,Female,63,No,No,0,No,6,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,234.96,549.56,3,1 year,Yes,No,Young_adult
1950-KSVVJ,Female,57,Yes,No,0,Yes,45,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,1509.3,6541.55,3,4 years+,Yes,Yes,Young_adult
6175-IRFIT,Male,32,No,No,0,No,5,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78.75,426.35,164.55,600.9,5,1 year,Yes,No,Young_adult
9227-LUNBG,Female,39,No,No,0,No,1,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.6,24.6,0.0,24.6,2,1 year,No,No,Young_adult
2664-XJZNO,Male,43,Yes,Yes,3,Yes,72,Offer A,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7559.55,500.4,8059.95,4,4 years+,Yes,Yes,Young_adult
8050-DVOJX,Male,67,No,No,0,No,49,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,4060.9,2116.31,6177.21,4,4 years+,Yes,Yes,Senioir_citizen
5173-ZXXXL,Male,47,No,No,0,No,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,47.7,62.9,110.6,4,1 year,Yes,No,Young_adult
5346-BZCHP,Female,19,Yes,Yes,2,No,69,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1346.2,1737.42,3083.62,5,4 years+,Yes,Yes,Under_30
1051-EQPZR,Female,21,Yes,Yes,2,Yes,44,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,780.25,183.48,963.73,5,4 years+,Yes,No,Under_30
4488-PSYCG,Male,24,No,No,0,No,16,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.25,327.45,336.64,664.09,1,2 years,Yes,Yes,Under_30
3572-UOLYZ,Female,28,No,Yes,2,No,46,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85,187.68,4146.53,3,4 years+,Yes,No,Under_30
1618-CFHME,Female,30,No,No,0,No,2,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,143.35,53.74,197.09,1,1 year,Yes,No,Young_adult
2486-WYVVE,Male,47,Yes,No,0,Yes,31,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,2484.0,96.72,2580.72,5,3 years,Yes,No,Young_adult
3923-CSIHK,Female,69,Yes,No,0,Yes,50,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,230.0,3674.85,3,4 years+,Yes,No,Senioir_citizen
4851-BQDNX,Male,56,Yes,Yes,1,Yes,40,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,85.05,3355.65,576.4,3893.9,4,4 years+,Yes,No,Young_adult
4192-GORJT,Male,43,Yes,No,0,Yes,5,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,498.1,196.8,694.9,1,1 year,Yes,No,Young_adult
0289-IVARM,Female,57,No,No,0,No,35,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,1568.35,3550.95,4,3 years,Yes,No,Young_adult
0319-QZTCO,Female,25,Yes,Yes,2,Yes,3,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,168.6,34.41,203.01,3,1 year,Yes,Yes,Under_30
6581-NQCBA,Female,36,Yes,No,0,Yes,16,Offer D,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,810.2,0.0,810.2,1,2 years,No,Yes,Young_adult
8043-PNYSD,Male,48,Yes,Yes,2,Yes,63,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.55,1245.6,672.21,1917.81,5,4 years+,Yes,Yes,Young_adult
4587-VVTOX,Female,23,Yes,No,0,Yes,6,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,545.2,164.64,709.84,1,1 year,Yes,Yes,Under_30
4023-RTIQM,Female,72,Yes,No,0,Yes,31,Offer C,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,50.4,1580.1,0.0,1580.1,3,3 years,No,Yes,Senioir_citizen
5482-PLVPE,Female,79,No,No,0,No,2,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.35,41.85,0.0,41.85,1,1 year,No,No,Senioir_citizen
8894-JVDCV,Female,39,No,No,0,No,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05,7133.45,2284.08,9417.53,4,4 years+,Yes,Yes,Young_adult
5609-IMCGG,Female,44,No,No,0,No,15,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.35,1302.65,93.3,1395.95,3,2 years,Yes,Yes,Young_adult
9681-KYGYB,Male,75,Yes,No,0,Yes,49,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,88.2,4159.45,1274.0,5433.45,4,4 years+,Yes,Yes,Senioir_citizen
1494-EJZDW,Female,51,Yes,Yes,3,Yes,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,220.8,186.2,407.0,5,1 year,Yes,No,Young_adult
9959-WOFKT,Male,61,No,No,0,No,71,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,106.7,7382.25,1041.57,8423.82,3,4 years+,Yes,No,Young_adult
5515-AKOAJ,Female,38,No,No,0,No,54,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,2258.82,7699.72,1,4 years+,Yes,No,Young_adult
5834-ASPWA,Male,55,No,No,0,No,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,11.58,87.03,3,1 year,Yes,No,Young_adult
6345-HOVES,Male,59,No,No,0,No,34,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,852.7,0.0,852.7,4,3 years,No,No,Young_adult
6345-HOVES,Male,59,No,No,0,No,34,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,852.7,0.0,852.7,4,3 years,No,No,Young_adult
6345-HOVES,Male,59,No,No,0,No,34,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,852.7,0.0,852.7,4,3 years,No,No,Young_adult
6345-HOVES,Male,59,No,No,0,No,34,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,852.7,0.0,852.7,4,3 years,No,No,Young_adult
6345-HOVES,Male,59,No,No,0,No,34,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,852.7,0.0,852.7,4,3 years,No,No,Young_adult
5389-FFVKB,Male,71,Yes,No,0,Yes,32,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.3,2483.05,66.56,2549.61,1,3 years,Yes,No,Senioir_citizen
2251-PYLPB,Male,34,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,3243.6,9054.5,3,4 years+,Yes,Yes,Young_adult
2251-PYLPB,Male,34,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,3243.6,9054.5,3,4 years+,Yes,Yes,Young_adult
2251-PYLPB,Male,34,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,3243.6,9054.5,3,4 years+,Yes,Yes,Young_adult
2251-PYLPB,Male,34,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,3243.6,9054.5,3,4 years+,Yes,Yes,Young_adult
8398-TBIYD,Female,45,No,No,0,No,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.7,6185.15,610.56,6795.71,3,4 years+,Yes,Yes,Young_adult
9081-WWXKP,Female,64,Yes,Yes,1,Yes,47,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,873.4,1755.45,2628.85,5,4 years+,Yes,No,Young_adult
2669-QVCRG,Female,32,No,No,0,No,41,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.3,3190.65,321.03,3511.68,4,4 years+,Yes,No,Young_adult
3572-UOLYZ,Female,28,No,Yes,2,No,46,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85,187.68,4146.53,3,4 years+,Yes,No,Under_30
8398-TBIYD,Female,45,No,No,0,No,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.7,6185.15,610.56,6795.71,3,4 years+,Yes,Yes,Young_adult
9081-WWXKP,Female,64,Yes,Yes,1,Yes,47,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,873.4,1755.45,2628.85,5,4 years+,Yes,No,Young_adult
2669-QVCRG,Female,32,No,No,0,No,41,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.3,3190.65,321.03,3511.68,4,4 years+,Yes,No,Young_adult
3572-UOLYZ,Female,28,No,Yes,2,No,46,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85,187.68,4146.53,3,4 years+,Yes,No,Under_30
8398-TBIYD,Female,45,No,No,0,No,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.7,6185.15,610.56,6795.71,3,4 years+,Yes,Yes,Young_adult
9081-WWXKP,Female,64,Yes,Yes,1,Yes,47,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,873.4,1755.45,2628.85,5,4 years+,Yes,No,Young_adult
2669-QVCRG,Female,32,No,No,0,No,41,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.3,3190.65,321.03,3511.68,4,4 years+,Yes,No,Young_adult
3572-UOLYZ,Female,28,No,Yes,2,No,46,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85,187.68,4146.53,3,4 years+,Yes,No,Under_30
4592-IWTJI,Female,46,Yes,Yes,2,Yes,3,Offer E,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.7,91.7,0.0,91.7,1,1 year,No,Yes,Young_adult
4592-IWTJI,Female,46,Yes,Yes,2,Yes,3,Offer E,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.7,91.7,0.0,91.7,1,1 year,No,Yes,Young_adult
4592-IWTJI,Female,46,Yes,Yes,2,Yes,3,Offer E,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.7,91.7,0.0,91.7,1,1 year,No,Yes,Young_adult
4592-IWTJI,Female,46,Yes,Yes,2,Yes,3,Offer E,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.7,91.7,0.0,91.7,1,1 year,No,Yes,Young_adult
