Customer ID,Count,Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Tenure,Distance call,Campaign,age group,Predicted,Churn_Probability
6096-EGVTU,1,Female,50,Yes,Yes,1,Yes,64,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.9,1595.5,1230.72,2826.22,4,No,4 years+,Yes,No,Young_adult,0,0.0
8992-CEUEN,1,Female,59,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.85,18.85,7.8,26.65,4,No,1 year,Yes,No,Young_adult,0,0.1
6956-SMUCM,1,Female,29,No,No,0,No,3,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.0,287.4,100.17,397.57,1,Yes,1 year,Yes,No,Under_30,1,0.95
0032-PGELS,1,Female,37,Yes,Yes,1,Yes,1,None,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,30.5,0.0,30.5,1,Yes,1 year,No,No,Young_adult,1,0.97
2625-TRCZQ,1,Female,21,Yes,No,0,No,51,Offer B,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,2553.35,0.0,2553.35,3,No,4 years+,No,Yes,Under_30,0,0.04
4338-EYCER,1,Male,57,Yes,No,0,Yes,21,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.6,1125.2,360.99,1486.19,3,No,2 years,Yes,No,Young_adult,0,0.04
1346-PJWTK,1,Male,63,Yes,No,0,Yes,61,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.15,5731.85,1081.53,6813.38,3,No,4 years+,Yes,No,Young_adult,0,0.03
8040-MNRTF,1,Female,47,No,No,0,No,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.1,71.1,37.51,108.61,5,No,1 year,Yes,No,Young_adult,0,0.08
7923-IYJWY,1,Male,68,No,No,0,No,67,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,116.1,7839.85,2985.52,10865.37,3,No,4 years+,Yes,No,Senioir_citizen,0,0.04
8868-GAGIO,1,Male,49,Yes,No,0,Yes,45,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.55,3713.95,1026.0,4739.95,3,No,4 years+,Yes,No,Young_adult,0,0.13
1862-SKORY,1,Female,66,Yes,No,0,Yes,40,None,No,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.3,1637.4,0.0,1637.4,3,Yes,4 years+,No,No,Senioir_citizen,1,0.66
1904-WAJAA,1,Female,23,Yes,Yes,3,No,24,Offer C,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.35,1558.65,1116.96,2675.61,4,No,2 years,Yes,Yes,Under_30,0,0.01
7305-ZWMAJ,1,Male,45,Yes,No,0,Yes,30,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.7,587.1,686.7,1273.8,5,No,3 years,Yes,No,Young_adult,0,0.0
9313-CDOGY,1,Male,40,Yes,Yes,2,Yes,38,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.6,717.3,918.08,1635.38,3,No,4 years+,Yes,No,Young_adult,0,0.05
5774-XZTQC,1,Female,30,Yes,Yes,1,Yes,7,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,150.75,40.88,191.63,4,No,1 year,Yes,Yes,Young_adult,0,0.01
9375-MHRRS,1,Male,37,No,No,0,No,6,Offer E,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,50.05,288.35,138.06,466.41,5,No,1 year,Yes,Yes,Young_adult,0,0.01
5777-ZPQNC,1,Female,35,No,No,0,No,12,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,260.7,320.04,580.74,5,No,1 year,Yes,Yes,Young_adult,0,0.0
7564-GHCVB,1,Female,27,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,79.05,5730.7,524.88,6335.58,3,No,4 years+,Yes,Yes,Under_30,0,0.04
8650-RHRKE,1,Male,27,No,No,0,No,4,Offer E,No,No,Yes,DSL,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29.65,118.5,0.0,118.5,3,Yes,1 year,No,Yes,Under_30,1,0.77
5680-LQOGP,1,Female,21,No,No,0,No,68,Offer A,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,82.45,5646.6,1010.48,6747.08,3,No,4 years+,Yes,Yes,Under_30,0,0.0
6862-CQUMB,1,Male,28,No,No,0,No,37,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96.1,3646.8,808.08,4454.88,4,No,4 years+,Yes,No,Under_30,0,0.05
8374-XGEJJ,1,Male,68,Yes,No,0,Yes,43,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101.0,4388.4,1343.75,5882.15,1,Yes,4 years+,Yes,Yes,Senioir_citizen,1,0.91
9092-GDZKO,1,Male,49,No,No,0,No,22,Offer D,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.85,493.4,505.34,977.42,4,No,2 years,Yes,Yes,Young_adult,0,0.01
2088-IEBAU,1,Female,63,No,No,0,No,68,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.15,6148.45,1483.76,7595.92,3,No,4 years+,Yes,No,Young_adult,0,0.01
8220-OCUFY,1,Female,30,No,No,0,No,21,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.25,1258.35,155.61,1413.96,4,No,2 years,Yes,No,Young_adult,0,0.02
1661-CZBAU,1,Male,50,No,No,0,No,48,Offer B,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.95,3629.2,2148.48,5777.68,3,No,4 years+,Yes,Yes,Young_adult,0,0.0
0786-IVLAW,1,Female,72,No,No,0,No,66,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,108.1,7238.6,235.62,7474.22,3,No,4 years+,Yes,No,Senioir_citizen,0,0.16
3570-YUEKJ,1,Female,40,No,No,0,No,42,None,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,2077.95,365.82,2443.77,5,No,4 years+,Yes,No,Young_adult,0,0.02
7169-YWAMK,1,Male,52,Yes,Yes,1,Yes,72,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,68.4,4855.35,1149.12,6004.47,3,No,4 years+,Yes,No,Young_adult,0,0.0
7682-AZNDK,1,Male,25,Yes,Yes,3,Yes,34,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.85,3091.75,624.24,3701.06,5,No,3 years,Yes,No,Under_30,0,0.04
2454-RPBRZ,1,Female,67,Yes,No,0,Yes,12,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,367.56,1378.7,3,Yes,1 year,Yes,Yes,Senioir_citizen,1,0.83
5018-GWURO,1,Female,25,Yes,No,0,Yes,56,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,4902.8,2397.36,7300.16,4,No,4 years+,Yes,No,Under_30,0,0.07
8915-NNTRC,1,Male,29,Yes,Yes,1,Yes,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,107.7,7919.8,3019.68,10939.48,4,No,4 years+,Yes,No,Under_30,0,0.01
3462-BJQQA,1,Female,23,No,No,0,No,6,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.75,552.65,206.52,819.17,5,No,1 year,Yes,No,Under_30,0,0.22
4194-FJARJ,1,Female,22,Yes,Yes,3,Yes,54,None,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,60.0,3273.95,460.62,3734.57,3,No,4 years+,Yes,No,Under_30,0,0.0
0988-AADSA,1,Female,40,Yes,Yes,2,Yes,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.85,5824.75,699.84,6534.59,4,No,4 years+,Yes,Yes,Young_adult,0,0.01
7912-SYRQT,1,Female,35,No,No,0,No,7,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,552.95,132.93,685.88,2,Yes,1 year,Yes,Yes,Young_adult,1,0.99
8007-YYPWD,1,Female,52,No,No,0,No,15,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.05,369.1,614.55,983.65,5,No,2 years,Yes,No,Young_adult,0,0.0
6619-RPLQZ,1,Female,24,Yes,Yes,1,Yes,45,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.85,892.15,1808.55,2700.7,4,No,4 years+,Yes,Yes,Under_30,0,0.0
2592-SEIFQ,1,Male,36,No,No,0,No,3,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,66.95,0.0,66.95,2,Yes,1 year,No,No,Young_adult,1,0.96
7047-FWEYA,1,Female,41,Yes,No,0,Yes,46,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.15,4594.65,1528.12,6252.77,3,No,4 years+,Yes,Yes,Young_adult,0,0.13
9821-BESNZ,1,Male,43,No,No,0,No,66,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.25,6860.6,2179.32,8995.92,4,No,4 years+,Yes,Yes,Young_adult,0,0.07
4892-VLANZ,1,Male,40,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.8,19.8,9.66,29.46,3,Yes,1 year,Yes,No,Young_adult,1,0.8
7024-OHCCK,1,Female,77,No,No,0,No,2,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,170.85,38.54,209.39,3,Yes,1 year,Yes,No,Senioir_citizen,1,0.91
6695-FRVEC,1,Male,60,Yes,No,0,Yes,67,None,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,60.4,3953.7,1418.39,5412.09,3,No,4 years+,Yes,No,Young_adult,0,0.02
4114-QMKVN,1,Female,25,Yes,Yes,1,Yes,56,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.75,3815.4,409.36,4334.76,3,No,4 years+,Yes,No,Under_30,0,0.01
7375-WMVMT,1,Male,75,Yes,No,0,Yes,71,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,95.5,6707.15,87.33,6794.48,4,No,4 years+,Yes,No,Senioir_citizen,0,0.0
3727-RJMEO,1,Male,34,Yes,No,0,Yes,6,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.85,460.25,51.54,462.84,1,Yes,1 year,Yes,No,Young_adult,1,1.0
2245-ADZFJ,1,Female,58,Yes,No,0,Yes,31,Offer C,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,884.12,3355.72,4,No,3 years,Yes,Yes,Young_adult,0,0.0
0929-HYQEW,1,Male,20,No,No,0,No,3,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,160.85,52.26,213.11,3,No,1 year,Yes,No,Under_30,0,0.04
6711-FLDFB,1,Female,62,No,No,0,No,7,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,541.15,327.53,868.68,1,Yes,1 year,Yes,Yes,Young_adult,1,0.97
2091-GPPIQ,1,Female,56,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.95,5730.15,1874.88,7605.03,5,No,4 years+,Yes,Yes,Young_adult,0,0.0
1193-RTSLK,1,Female,26,No,No,0,No,38,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,83.9,3233.6,1374.84,4608.44,1,Yes,4 years+,Yes,No,Under_30,1,0.94
8847-GEOOQ,1,Male,34,Yes,No,0,Yes,60,Offer B,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,3582.4,0.0,3582.4,5,No,4 years+,No,Yes,Young_adult,0,0.03
6252-DFGTK,1,Female,64,Yes,No,0,Yes,37,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,68.1,2479.25,1123.32,3602.57,4,No,4 years+,Yes,No,Young_adult,0,0.04
4304-TSPVK,1,Female,46,Yes,No,0,Yes,68,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.9,7843.55,1573.52,9417.07,3,No,4 years+,Yes,Yes,Young_adult,0,0.03
8357-EQXFO,1,Female,46,No,No,0,No,7,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,660.9,338.52,965.13,2,Yes,1 year,Yes,Yes,Young_adult,1,0.98
6418-PIQSP,1,Female,49,Yes,No,0,Yes,62,Offer B,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,4985.9,825.84,5811.74,4,No,4 years+,Yes,Yes,Young_adult,0,0.0
6635-CPNUN,1,Male,25,Yes,No,0,Yes,28,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,96.6,2684.35,939.96,3624.31,5,No,3 years,Yes,No,Under_30,0,0.05
2694-CIUMO,1,Female,47,No,No,0,No,12,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,958.25,263.16,1221.41,3,No,1 year,Yes,Yes,Young_adult,0,0.18
2027-DNKIV,1,Male,28,Yes,Yes,3,Yes,37,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.75,2203.1,1319.79,3522.89,4,No,4 years+,Yes,No,Under_30,0,0.0
7479-NITWS,1,Male,35,No,No,0,No,7,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,89.35,631.85,257.88,949.73,1,Yes,1 year,Yes,No,Young_adult,1,0.99
5357-TZHPP,1,Male,67,No,No,0,No,9,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,277.2,1009.7,2,Yes,1 year,Yes,No,Senioir_citizen,1,0.99
5708-EVONK,1,Female,37,Yes,No,0,Yes,58,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,5435.6,211.7,5647.3,1,Yes,4 years+,Yes,No,Young_adult,1,0.95
2056-EVGZL,1,Male,56,Yes,Yes,2,Yes,68,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.75,7322.5,603.84,7926.34,3,No,4 years+,Yes,No,Young_adult,0,0.02
5067-WJEUN,1,Male,42,Yes,Yes,2,Yes,67,Offer A,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,54.2,3838.2,730.3,4578.5,4,No,4 years+,Yes,Yes,Young_adult,0,0.01
7346-MEDWM,1,Female,48,No,No,0,No,59,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.25,4949.1,1842.57,6791.67,3,No,4 years+,Yes,Yes,Young_adult,0,0.07
2946-KIQSP,1,Female,59,No,No,0,No,35,Offer C,No,No,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,33.45,1175.85,0.0,1205.85,5,No,3 years,No,Yes,Young_adult,0,0.03
7416-CKTEP,1,Female,54,Yes,No,0,Yes,57,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1134.25,1326.96,2461.21,4,No,4 years+,Yes,Yes,Young_adult,0,0.01
8258-GSTJK,1,Male,74,No,No,0,No,3,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.0,237.75,145.02,382.77,1,Yes,1 year,Yes,No,Senioir_citizen,1,0.99
7601-DHFWZ,1,Female,54,No,No,0,No,48,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.0,1183.05,1479.36,2662.41,3,No,4 years+,Yes,Yes,Young_adult,0,0.0
2316-ESMLS,1,Female,54,Yes,No,0,Yes,12,None,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,33.15,444.75,0.0,444.75,3,No,1 year,No,No,Young_adult,0,0.01
6333-YDVLT,1,Male,61,No,No,0,No,65,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.0,7138.65,2152.15,9290.8,4,No,4 years+,Yes,No,Young_adult,0,0.02
1240-KNSEZ,1,Male,63,No,No,0,No,1,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.1,20.1,40.83,60.93,3,Yes,1 year,Yes,Yes,Young_adult,1,0.68
5647-FXOTP,1,Female,71,Yes,No,0,Yes,60,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.9,6401.25,2202.6,8713.85,5,No,4 years+,Yes,Yes,Senioir_citizen,0,0.03
6586-PSJOX,1,Male,62,No,Yes,2,No,15,Offer D,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No,One Year,No,Credit Card,55.2,864.55,24.45,969.0,4,No,2 years,Yes,Yes,Young_adult,0,0.01
8910-LEDAG,1,Male,72,Yes,No,0,Yes,34,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,71.55,2427.35,441.32,2868.67,3,No,3 years,Yes,No,Senioir_citizen,0,0.03
9444-JTXHZ,1,Male,53,Yes,No,0,Yes,1,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.2,76.2,35.15,161.35,3,Yes,1 year,Yes,No,Young_adult,1,0.92
3717-FDJFU,1,Male,19,No,Yes,1,No,5,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,106.9,145.75,252.65,3,No,1 year,Yes,Yes,Under_30,0,0.0
9367-WXLCH,1,Male,51,No,Yes,2,No,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.5,662.65,205.84,835.28,2,Yes,1 year,Yes,Yes,Young_adult,1,0.94
8869-LIHMK,1,Female,51,No,No,0,No,64,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.1,7334.05,2835.84,10169.89,3,No,4 years+,Yes,No,Young_adult,0,0.03
8883-GRDWQ,1,Male,68,No,No,0,No,20,None,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,54.0,1055.9,446.2,1502.1,4,No,2 years,Yes,No,Senioir_citizen,0,0.03
9494-MRNYX,1,Male,22,No,No,0,No,10,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.05,786.3,179.8,966.1,4,No,1 year,Yes,No,Under_30,0,0.02
2273-QCKXA,1,Male,39,No,No,0,No,1,None,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.05,49.05,25.77,74.82,3,No,1 year,Yes,No,Young_adult,0,0.09
9548-ZMVTX,1,Male,31,Yes,Yes,3,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,90.45,6565.85,612.72,7178.57,3,No,4 years+,Yes,Yes,Young_adult,0,0.05
4837-PZTIC,1,Female,54,No,No,0,No,47,Offer B,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,41.9,1875.25,0.0,1875.25,3,No,4 years+,No,Yes,Young_adult,0,0.0
4631-OACRM,1,Male,78,No,No,0,No,15,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,1156.1,258.45,1414.55,1,Yes,2 years,Yes,No,Senioir_citizen,1,0.98
5989-PGKJB,1,Female,40,No,No,0,No,16,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,1340.1,356.8,1696.9,5,No,2 years,Yes,Yes,Young_adult,0,0.06
4039-HEUNW,1,Male,77,Yes,No,0,Yes,36,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.1,597.96,4034.06,3,Yes,3 years,Yes,No,Senioir_citizen,1,0.73
3482-ABPKK,1,Female,19,No,No,0,No,28,Offer C,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,54.3,1546.3,795.76,2492.06,3,No,3 years,Yes,Yes,Under_30,0,0.0
7941-RCJOW,1,Male,34,No,No,0,No,65,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,2905.5,4124.15,5,No,4 years+,Yes,Yes,Young_adult,0,0.0
9742-XOKTS,1,Male,60,Yes,Yes,1,Yes,67,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89.55,6038.55,1225.43,7230.22,3,No,4 years+,Yes,Yes,Young_adult,0,0.01
1956-YIFGE,1,Male,36,Yes,Yes,3,Yes,22,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,2090.25,199.1,2289.35,4,No,2 years,Yes,No,Young_adult,0,0.04
6380-ARCEH,1,Male,19,No,No,0,No,1,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,41.1,61.3,3,No,1 year,Yes,Yes,Under_30,0,0.1
9763-GRSKD,1,Male,37,Yes,Yes,2,Yes,13,Offer D,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,49.95,587.45,385.84,1123.29,3,No,2 years,Yes,Yes,Young_adult,0,0.0
6506-EYCNH,1,Female,27,Yes,Yes,3,Yes,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.55,543.8,443.8,987.6,4,No,3 years,Yes,No,Under_30,0,0.02
0464-WJTKO,1,Female,39,Yes,Yes,2,Yes,72,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1460.85,1020.24,2481.09,5,No,4 years+,Yes,No,Young_adult,0,0.0
9531-NSBMR,1,Female,44,No,No,0,No,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.25,679.8,1794.6,2474.4,3,No,3 years,Yes,No,Young_adult,0,0.01
4137-JOPHL,1,Female,63,No,No,0,No,50,Offer B,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.7,4304.5,1490.0,5794.5,4,No,4 years+,Yes,Yes,Young_adult,0,0.06
0537-QYZZN,1,Male,66,Yes,Yes,2,Yes,24,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.85,1857.75,97.44,1955.19,3,No,2 years,Yes,Yes,Senioir_citizen,0,0.03
9819-FBNSV,1,Male,75,Yes,No,0,Yes,37,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.25,2575.45,870.98,3446.43,3,No,4 years+,Yes,No,Senioir_citizen,0,0.05
2821-WARNZ,1,Female,25,No,Yes,1,No,49,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,921.3,2236.36,3157.66,5,No,4 years+,Yes,No,Under_30,0,0.01
6807-SIWJI,1,Male,47,No,No,0,No,38,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,3887.25,164.92,4052.17,4,No,4 years+,Yes,Yes,Young_adult,0,0.03
