Customer ID,Count,Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Churn Value,Tenure,Distance call,Campaign,age group
4840-ORQXB,1,Female,67,No,No,0,No,56,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.75,5841.35,1547.84,7352.67,3,No,0,4 years+,Yes,No,Senioir_citizen
3982-DQLUS,1,Male,78,Yes,Yes,1,Yes,65,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.45,629.1999999999999,6279.56,3,No,0,4 years+,Yes,No,Senioir_citizen
3756-VNWDH,1,Male,66,Yes,No,0,Yes,65,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,6674.65,2085.2,8759.849999999999,3,No,0,4 years+,Yes,No,Senioir_citizen
2921-XWDJH,1,Female,76,Yes,No,0,No,38,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.45,3147.15,129.96,3252.13,3,No,0,4 years+,Yes,No,Senioir_citizen
6814-ZPWFQ,1,Male,67,No,No,0,No,51,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.0,1260.7,158.61,1419.31,4,No,0,4 years+,Yes,No,Senioir_citizen
2880-FPNAE,1,Male,69,Yes,No,0,Yes,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.2,140.1,14.58,154.68,4,No,0,1 year,Yes,Yes,Senioir_citizen
1568-BEKZM,1,Male,65,Yes,No,0,Yes,70,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.05,6333.4,844.9,7178.299999999999,3,No,0,4 years+,Yes,No,Senioir_citizen
2045-BMBTJ,1,Female,80,No,No,0,No,33,None,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,59.45,1884.65,0.0,1884.65,4,No,0,3 years,No,No,Senioir_citizen
6741-EGCBI,1,Male,69,No,No,0,No,30,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,90.5,2595.85,121.2,2717.05,3,No,0,3 years,Yes,No,Senioir_citizen
1730-ZMAME,1,Female,74,No,No,0,No,32,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.5,2665.0,1555.84,4220.84,4,No,0,3 years,Yes,No,Senioir_citizen
5913-INRQV,1,Male,71,Yes,No,0,Yes,34,None,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,90.15,3128.8,900.66,4029.46,3,No,0,3 years,Yes,No,Senioir_citizen
1925-LFCZZ,1,Male,71,No,No,0,No,55,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,50.05,2743.45,0.0,2743.45,4,No,0,4 years+,No,No,Senioir_citizen
8707-RMEZH,1,Female,67,Yes,No,0,Yes,69,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,87.3,6055.55,2383.95,8439.5,3,No,0,4 years+,Yes,No,Senioir_citizen
9373-WSLOY,1,Male,80,Yes,No,0,Yes,33,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.0,1750.85,0.0,1750.85,3,No,0,3 years,No,No,Senioir_citizen
9819-FBNSV,1,Male,75,Yes,No,0,Yes,37,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.25,2575.45,870.98,3446.43,3,No,0,4 years+,Yes,No,Senioir_citizen
9544-PYPSJ,1,Female,67,Yes,Yes,2,Yes,62,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Credit Card,96.1,6019.35,2837.12,9006.470000000001,4,No,0,4 years+,Yes,No,Senioir_citizen
3878-AVSOQ,1,Female,68,No,No,0,No,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,71.25,71.25,17.6,98.85,4,No,0,1 year,Yes,No,Senioir_citizen
3258-SYSWS,1,Male,75,No,No,0,No,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,113.8,7845.8,1776.2400000000002,9622.04,3,No,0,4 years+,Yes,No,Senioir_citizen
0512-FLFDW,1,Female,74,Yes,No,0,Yes,60,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,100.5,6029.0,1660.8,7689.8,5,No,0,4 years+,Yes,No,Senioir_citizen
2107-FBPTK,1,Female,80,No,No,0,No,30,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.1,3121.1,1257.9,4379.0,4,No,0,3 years,Yes,No,Senioir_citizen
5699-BNCAS,1,Male,79,No,No,0,No,71,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.65,1766.75,337.25,2104.0,3,No,0,4 years+,Yes,Yes,Senioir_citizen
2900-PHPLN,1,Female,73,Yes,No,0,Yes,70,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1462.05,1113.0,2575.05,3,No,0,4 years+,Yes,Yes,Senioir_citizen
4039-PIMHX,1,Male,74,Yes,No,0,Yes,49,None,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,49.8,2398.4,81.83,2480.23,3,No,0,4 years+,Yes,No,Senioir_citizen
7826-VVKWT,1,Female,69,Yes,Yes,1,Yes,24,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.55,2263.45,498.72,2762.17,5,No,0,2 years,Yes,No,Senioir_citizen
5288-AHOUP,1,Male,71,No,No,0,No,11,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.5,874.2,457.38,1331.58,3,No,0,1 year,Yes,No,Senioir_citizen
7134-HBPBS,1,Female,65,No,No,0,No,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,7774.05,1934.64,9708.69,5,No,0,4 years+,Yes,Yes,Senioir_citizen
1309-XGFSN,1,Male,72,Yes,Yes,1,Yes,52,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.85,4079.55,366.08,4445.63,3,No,0,4 years+,Yes,No,Senioir_citizen
0650-BWOZN,1,Female,71,No,No,0,No,18,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,73.55,1359.45,135.18,1494.63,3,No,0,2 years,Yes,No,Senioir_citizen
9481-IEBZY,1,Male,69,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,112.9,8061.5,2181.6,10263.1,3,No,0,4 years+,Yes,Yes,Senioir_citizen
1080-BWSYE,1,Male,76,Yes,No,0,No,64,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.65,1740.8,1883.52,3624.32,5,No,0,4 years+,Yes,No,Senioir_citizen
3786-WOVKF,1,Female,69,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.85,7677.4,565.1999999999999,8342.6,4,No,0,4 years+,Yes,Yes,Senioir_citizen
5816-SCGFC,1,Female,73,No,No,0,No,7,None,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,51.3,419.35,77.07,496.42,4,No,0,1 year,Yes,No,Senioir_citizen
9278-VZKCD,1,Female,67,Yes,No,0,Yes,52,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.1,5647.95,213.72000000000003,5861.67,5,No,0,4 years+,Yes,No,Senioir_citizen
8261-GWDBQ,1,Female,70,Yes,No,0,Yes,60,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,116.05,6925.9,243.6,7169.5,3,No,0,4 years+,Yes,No,Senioir_citizen
6173-GOLSU,1,Male,79,Yes,No,0,Yes,67,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,94.65,6079.0,482.4,6561.4,4,No,0,4 years+,Yes,Yes,Senioir_citizen
8720-RQSBJ,1,Male,69,No,No,0,No,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,44.0,44.0,28.67,72.67,4,No,0,1 year,Yes,Yes,Senioir_citizen
3692-JHONH,1,Female,70,Yes,No,0,Yes,52,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.5,5621.85,1442.48,7154.33,5,No,0,4 years+,Yes,No,Senioir_citizen
1200-TUZHR,1,Female,70,No,No,0,No,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,85.2,695.75,357.04,1052.79,4,No,0,1 year,Yes,Yes,Senioir_citizen
0420-HLGXF,1,Female,72,No,No,0,No,39,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,99.75,4036.0,391.17,4427.17,3,No,0,4 years+,Yes,No,Senioir_citizen
3308-JSGML,1,Male,77,Yes,No,0,Yes,59,None,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,64.05,3886.85,0.0,3886.85,3,No,0,4 years+,No,No,Senioir_citizen
6199-IWKGC,1,Female,71,Yes,No,0,Yes,46,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,100.25,4753.85,987.16,5741.01,5,No,0,4 years+,Yes,No,Senioir_citizen
2675-DHUTR,1,Male,80,Yes,No,0,Yes,58,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.9,5780.7,1804.38,7585.08,3,No,0,4 years+,Yes,No,Senioir_citizen
7446-YPODE,1,Male,75,No,No,0,No,11,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,60.25,662.95,531.63,1314.58,3,No,0,1 year,Yes,No,Senioir_citizen
9522-BNTHX,1,Female,72,No,No,0,No,34,None,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,56.25,1765.95,0.0,1765.95,3,No,0,3 years,No,No,Senioir_citizen
0531-ZZJWQ,1,Male,68,Yes,No,0,Yes,55,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.0,4052.4,2359.5,6411.9,5,No,0,4 years+,Yes,No,Senioir_citizen
2688-BHGOG,1,Male,73,No,No,0,No,9,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,79.55,718.55,223.65,952.2,5,No,0,1 year,Yes,Yes,Senioir_citizen
0916-QOFDP,1,Female,79,Yes,Yes,1,Yes,14,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,95.8,1346.3,201.46,1547.76,3,No,0,2 years,Yes,No,Senioir_citizen
8910-LEDAG,1,Male,72,Yes,No,0,Yes,34,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,71.55,2427.35,441.32,2868.67,3,No,0,3 years,Yes,No,Senioir_citizen
3452-GWUIN,1,Female,78,Yes,No,0,Yes,19,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.95,1760.25,371.83,2132.08,5,No,0,2 years,Yes,No,Senioir_citizen
7278-CKDNC,1,Male,76,No,No,0,No,24,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.5,2088.45,1107.12,3195.57,4,No,0,2 years,Yes,No,Senioir_citizen
8450-UYIBU,1,Female,77,No,No,0,No,35,None,No,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39.85,1434.6,0.0,1434.6,4,No,0,3 years,No,No,Senioir_citizen
3836-FZSDJ,1,Male,69,Yes,No,0,No,71,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.85,1901.0,1575.49,3476.49,5,No,0,4 years+,Yes,Yes,Senioir_citizen
0187-QSXOE,1,Male,71,Yes,No,0,Yes,7,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,605.45,293.79,899.24,4,No,0,1 year,Yes,No,Senioir_citizen
7733-UDMTP,1,Female,65,No,No,0,No,57,Offer B,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,55.0,3094.05,0.0,3094.05,4,No,0,4 years+,No,Yes,Senioir_citizen
6904-JLBGY,1,Female,78,No,No,0,No,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.35,8436.25,1075.68,9511.93,4,No,0,4 years+,Yes,Yes,Senioir_citizen
6917-YACBP,1,Female,80,No,No,0,No,59,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.75,5496.9,1508.63,7005.53,3,No,0,4 years+,Yes,Yes,Senioir_citizen
4223-WOZCM,1,Male,71,No,No,0,No,2,Offer E,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,49.95,107.1,75.94,183.04,5,No,0,1 year,Yes,Yes,Senioir_citizen
8224-DWCKX,1,Male,78,No,No,0,No,12,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,73.3,828.05,520.8,1348.85,4,No,0,1 year,Yes,No,Senioir_citizen
1768-HNVGJ,1,Female,80,No,No,0,No,45,Offer B,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,70.05,3062.45,830.7,3893.15,3,No,0,4 years+,Yes,Yes,Senioir_citizen
4395-PZMSN,1,Male,67,No,No,0,No,5,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.55,408.5,91.9,500.4,4,No,0,1 year,Yes,Yes,Senioir_citizen
8107-KNCIM,1,Male,73,Yes,No,0,Yes,14,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.1,1013.35,636.44,1649.79,4,No,0,2 years,Yes,No,Senioir_citizen
5451-YHYPW,1,Female,75,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8443.7,3232.08,11795.78,3,No,0,4 years+,Yes,Yes,Senioir_citizen
7629-WFGLW,1,Female,80,Yes,No,0,Yes,56,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,95.65,5471.75,646.8000000000001,6096.84,3,No,0,4 years+,Yes,Yes,Senioir_citizen
8818-DOPVL,1,Female,65,No,No,0,No,46,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.45,4863.85,1893.82,6720.890000000001,3,No,0,4 years+,Yes,Yes,Senioir_citizen
7044-YAACC,1,Male,70,Yes,No,0,Yes,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,280.35,24.12,273.72,5,No,0,1 year,Yes,No,Senioir_citizen
8189-XRIKE,1,Female,80,No,No,0,No,32,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,90.95,2897.95,1010.24,3882.64,4,No,0,3 years,Yes,Yes,Senioir_citizen
3740-RLMVT,1,Male,79,Yes,No,0,Yes,67,Offer A,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.95,4119.4,2818.69,6920.9,3,No,0,4 years+,Yes,Yes,Senioir_citizen
2186-QZEYA,1,Female,68,No,No,0,No,29,Offer C,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,58.55,1718.95,257.52000000000004,1943.37,3,No,0,3 years,Yes,Yes,Senioir_citizen
5599-HVLTW,1,Female,73,No,No,0,No,14,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.35,1058.1,102.76,1128.15,4,No,0,2 years,Yes,No,Senioir_citizen
9208-OLGAQ,1,Female,70,No,No,0,No,18,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,84.95,1443.65,462.6,1971.49,4,No,0,2 years,Yes,No,Senioir_citizen
3244-CQPHU,1,Female,77,No,No,0,No,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.1,7746.7,1016.64,8718.529999999999,4,No,0,4 years+,Yes,Yes,Senioir_citizen
2674-MLXMN,1,Female,73,No,No,0,No,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,6951.15,2439.56,9387.38,4,No,0,4 years+,Yes,Yes,Senioir_citizen
9708-HPXWZ,1,Male,74,No,No,0,No,5,None,No,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.4,214.75,0.0,214.75,5,No,0,1 year,No,No,Senioir_citizen
5792-JALQC,1,Female,78,No,No,0,No,52,Offer B,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,3103.25,1768.0,4852.09,3,No,0,4 years+,Yes,Yes,Senioir_citizen
2675-OTVVJ,1,Male,76,Yes,No,0,Yes,31,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,1427.86,4203.93,4,No,0,3 years,Yes,Yes,Senioir_citizen
0537-QYZZN,1,Male,66,Yes,Yes,2,Yes,24,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.85,1857.75,97.44,1955.19,3,No,0,2 years,Yes,Yes,Senioir_citizen
2277-VWCNI,1,Female,65,No,No,0,No,4,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,48.75,179.85,124.52,304.37,3,No,0,1 year,Yes,No,Senioir_citizen
7576-JMYWV,1,Female,76,Yes,Yes,1,Yes,46,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.2,4972.1,939.32,5911.42,3,No,0,4 years+,Yes,Yes,Senioir_citizen
5227-JSCFE,1,Male,74,Yes,No,0,Yes,71,Offer A,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,46.35,3353.4,0.0,3334.76,4,No,0,4 years+,No,Yes,Senioir_citizen
1608-GMEWB,1,Male,76,No,No,0,No,45,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.9,4200.25,704.25,4904.5,4,No,0,4 years+,Yes,Yes,Senioir_citizen
2665-NPTGL,1,Female,79,Yes,No,0,Yes,26,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1,2510.7,485.16,2951.69,4,No,0,3 years,Yes,Yes,Senioir_citizen
0442-ZXKVS,1,Female,79,Yes,No,0,Yes,54,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,115.6,6431.05,2360.34,8791.39,3,No,0,4 years+,Yes,Yes,Senioir_citizen
0575-CUQOV,1,Male,76,Yes,No,0,Yes,60,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.95,5867.0,1023.0,6890.0,4,No,0,4 years+,Yes,Yes,Senioir_citizen
5329-KRDTM,1,Male,73,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,5396.25,2424.96,7821.21,4,No,0,4 years+,Yes,Yes,Senioir_citizen
0707-HOVVN,1,Female,79,No,No,0,No,70,Offer A,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,3308.9,8521.55,4,No,0,4 years+,Yes,Yes,Senioir_citizen
9518-XXBXE,1,Male,80,Yes,No,0,Yes,10,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,75.3,720.45,251.3,971.75,4,No,0,1 year,Yes,No,Senioir_citizen
0423-UDIJQ,1,Male,74,No,No,0,No,9,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,49.2,447.9,63.99,511.89,4,No,0,1 year,Yes,No,Senioir_citizen
9029-FEGVJ,1,Female,68,Yes,No,0,Yes,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,79.3,2570.0,69.44,2639.44,3,No,0,3 years,Yes,Yes,Senioir_citizen
8999-XXGNS,1,Female,70,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,105.75,7629.85,1306.8,9016.65,5,No,0,4 years+,Yes,Yes,Senioir_citizen
0471-ARVMX,1,Female,70,Yes,No,0,Yes,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,6312.9,1409.88,7722.78,3,No,0,4 years+,Yes,Yes,Senioir_citizen
7524-VRLPL,1,Male,71,No,No,0,No,69,Offer A,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74.1,5031.0,921.84,5952.84,3,No,0,4 years+,Yes,Yes,Senioir_citizen
4884-TVUQF,1,Female,80,No,No,0,No,57,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.3,5779.6,2102.73,7882.33,4,No,0,4 years+,Yes,Yes,Senioir_citizen
8065-BVEPF,1,Male,80,No,No,0,No,65,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.1,6496.15,1184.95,7681.099999999999,4,No,0,4 years+,Yes,Yes,Senioir_citizen
6350-XFYGW,1,Male,80,No,No,0,No,4,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.75,422.4,76.0,498.4,4,No,0,1 year,Yes,No,Senioir_citizen
8755-IWJHN,1,Male,73,Yes,No,0,Yes,69,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,3443.79,9825.79,3,No,0,4 years+,Yes,No,Senioir_citizen
4480-QQRHC,1,Female,72,No,No,0,No,8,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,600.15,17.44,617.59,3,No,0,1 year,Yes,No,Senioir_citizen
9470-YFUYI,1,Male,69,Yes,No,0,Yes,71,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,71.0,5012.1,805.85,5817.950000000001,3,No,0,4 years+,Yes,No,Senioir_citizen
1986-PHGZF,1,Male,73,No,No,0,No,18,Offer D,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.4,964.9,852.1200000000001,1817.02,4,No,0,2 years,Yes,Yes,Senioir_citizen
8024-XNAFQ,1,Female,66,No,No,0,No,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.4,7748.75,2254.32,10003.07,4,No,0,4 years+,Yes,No,Senioir_citizen
2988-GBIVW,1,Female,68,Yes,No,0,Yes,70,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,6470.1,2695.0,9165.1,4,No,0,4 years+,Yes,No,Senioir_citizen
5956-YHHRX,1,Male,75,No,No,0,No,21,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.35,2271.85,523.11,2924.96,5,No,0,2 years,Yes,Yes,Senioir_citizen
6008-NAIXK,1,Male,72,No,No,0,No,54,None,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,55.45,2966.95,0.0,2966.95,3,No,0,4 years+,No,No,Senioir_citizen
